studiepgm_navn,identifikator,studiepgm_navn_en,instnr,instnavn,instnavn_en,studiested,NUSKODE,fagfelt,fagfelt_nyn,fagfelt_eng,faggruppe,faggruppe_nyn,faggruppe_eng,utdanningsgruppe,utdanningsgruppe_nyn,utdanningsgruppe_eng,bama,fagfelt_bama,studprog_kod,Prosenttall_Praksis,STUDIENIVAKODE,utd_type,utd_gruppe,aggregerte_data,oppr_utvalg,end_utvalg,andel_svart,terskel,an_heltd_DBH,stupoeng_DBH,organis_DBH,pc_praksDBH,undsprakDBH,vidutd_DBH,totstud_DBH,totkvi_DBH,totmenn_DBH,aldmedian_DBH,totkvi_prosent_DBH,totmenn_prosent_DBH,underv_engasj_18,underv_formidl_18,underv_pensum_18,underv_aktiv_18,indeks_underv_18,omftilb_forinnlev_15,omftilb_etterinnlev_15,omftilb_ikkeskrift_15,omftilb_andrestud_15,omftilb_fagprobl_15,omftilb_fagutvikl_15,tilbveil_antall_16,tilbveil_konstru_13,tilbveil_fagdisk_18,indeks_tilbveil_16,tilbveil_student_18,miljo_sosial_13,miljo_fag_13,miljo_studans_15,indeks_psymiljo_15,miljo_lokaler_13,miljo_utstyr_13,miljo_biblio_13,miljo_ikt_13,indeks_fysmiljo_13,indeks_miljo_13,organ_tilgjinfo_17,organ_kvalinfo_17,organ_admtilr_17,organ_fagligsam_17,indeks_organ_17,vurd_pensum_13,vurd_forstaelse_13,vurd_laert_17,vurd_kriterier_17,vurd_fagutv_17,indeks_vurd_17,medvirk_innspill_18,medvirk_oppfolg_18,medvirk_tillitsv_18,indeks_medvirk_18,insp_stimul_13,insp_utfordr_13,insp_motivasjon_14,indeks_insp_14,praksis_forber_14,praksis_organ_18,praksis_komm_14,praksis_tilbakem_14,praksis_fagutford_14,praksis_teori_14,praksis_undervis_14,indeks_praksis_14,yrkrel_komp_16,yrkrel_bruk_18,yrkrel_bransje_18,yrkrel_kontakter_18,indeks_yrkrel_18,laerutb_teori_13,laerutb_metforsk_13,laerutb_egenerf_13,laerutb_fagspes_13,laerutb_refleks_13,laerutb_samarb_13,laerutb_muntkom_13,laerutb_skriftkom_13,laerutb_tenke_13,laerutb_selvst_13,egeteng_motivert_14,egeteng_orgakt_14,egeteng_forberedt_14,egeteng_innsats_14,indeks_egeteng_14,forvent_klare_16,forvent_forberedt_16,forvent_deltar_16,forvent_fagamb_16,indeks_forvent_16,overord_garpahelst_13,overord_altialt_13,tidsbruk_laerakt_14,tidsbruk_egeninns_14,tidsbruk_arbeid_14,digitale_aktivt_18,digitale_kompet_18,digitale_opplaer_18,digitale_laerplatt_18,indeks_digi_18,undbruk_forelesn_14,undbruk_seminar_14,undbruk_gruppe_14,undbruk_innlev_14,undbruk_prosjekt_14,undbruk_feltarb_17,undbruk_lab_14,undbruk_praktov_14,undbruk_case_14,undbruk_simul_14,undbruk_praksis_14,undbruk_digital_14,undbidr_forelesn_14,undbidr_seminar_14,undbidr_gruppe_14,undbidr_innlev_14,undbidr_prosjekt_14,undbidr_feltarb_17,undbidr_lab_14,undbidr_praktov_14,undbidr_case_14,undbidr_simul_14,undbidr_praksis_14,undbidr_digital_14,studiestart_samsvar_18,studiestart_forventn_18,studiestart_innfor_18,studiestart_fagfellans_18,studiestart_fagfellstud_18,studiestart_sosfell_18
Samfunnsøkonomi - masterstudium,1150_MSØK,Economics,1150,NTNU,NTNU,Trondheim,734103,Samfunnsfag og juridiske fag,Samfunnsfag og juridiske fag,Social sciences and law,Samfunnsøkonomiske fag,Samfunnsøkonomiske fag,Economics,Samfunnsøkonomi,Samfunnsøkonomi,Economics,Master,Samfunnsfag og juridiske fag - master,MSØK,,M2,SAMFØK,SAMFØK,1,46,18,0,1,1.0,120,1,0,NOR,0,55,31,24,25,0.56,0.44,,,,,,,,,,,,2.2,2.8,2.8,2.6,,3.1,3.1,3.0,3.1,2.7,2.9,3.7,3.5,3.2,3.2,3.9,3.9,4.1,3.6,3.8,3.9,3.9,3.5,3.6,3.5,3.7,,,,,3.5,4.5,3.4,3.8,,,,,,,,,3.7,,,,,4.1,3.8,2.8,2.6,3.3,3.3,2.3,3.6,2.7,4.1,3.6,3.8,3.3,3.8,3.6,3.4,2.8,2.1,3.3,2.9,4.1,3.8,7.9,27.3,6.5,,,,,,4.9,2.0,1.8,4.1,1.0,0.1,0.1,0.9,0.2,0.1,0.1,1.6,4.2,3.6,3.1,4.4,3.0,1.5,2.0,3.6,1.7,3.5,2.0,3.1,,,,,,
Samfunnsøkonomi (5-årig) - masterstudium,1150_MSØK/5,Economics (5 years),1150,NTNU,NTNU,Trondheim,734104,Samfunnsfag og juridiske fag,Samfunnsfag og juridiske fag,Social sciences and law,Samfunnsøkonomiske fag,Samfunnsøkonomiske fag,Economics,Samfunnsøkonomi,Samfunnsøkonomi,Economics,Master,Samfunnsfag og juridiske fag - master,MSØK/5,,M5,SAMFØK,SAMFØK,0,35,16,0,1,1.0,300,1,0,NOR,0,92,36,56,23,0.39,0.61,2.9,3.6,4.2,1.9,3.1,,,,,,,2.6,3.1,2.8,2.7,3.6,4.0,3.5,3.3,3.6,3.4,3.3,4.3,4.0,3.8,3.7,3.5,3.4,3.2,3.9,3.5,3.7,3.7,3.5,3.5,3.5,3.6,2.7,2.3,3.7,2.8,3.3,4.0,3.0,3.4,,,,,,,,,3.3,2.3,3.2,2.6,2.9,3.9,3.0,2.3,2.5,3.3,3.5,2.4,3.9,3.1,4.1,3.6,3.3,2.5,3.6,3.2,3.0,2.6,1.8,3.0,2.6,3.8,3.8,10.5,24.0,7.5,2.5,2.5,2.5,2.6,2.5,4.7,1.3,0.4,3.6,0.5,0.3,0.0,1.3,0.7,0.0,0.0,1.3,3.8,3.2,2.7,4.1,3.7,1.5,,2.2,2.5,,,3.0,2.9,2.7,3.8,2.2,3.3,3.9
Bachelor i bioingeniørfag,1150_MTBIO,Bachelor in medical laboratory technology,1150,NTNU,NTNU,Trondheim,669937,"Helse-, sosial- og idrettsfag","Helse-, sosial- og idrettsfag","Health, welfare and sport","Helse-, sosial- og idrettsfag, andre","Helse-, sosial- og idrettsfag, andre","Health, welfare and sport, other","Helse-, sosial- og idrettsfag, andre","Helse-, sosial- og idrettsfag, andre","Health, welfare and sport, other",Bachelor,"Helse-, sosial- og idretttsfag - bachelor",MTBIO,11,B3,HELSE OG SOSIAL ANDRE,BIOINGENIØR,0,48,41,1,1,1.0,180,1,11,NOR,0,193,159,34,22,0.82,0.18,3.2,3.1,3.9,3.3,3.4,,,,,,,3.5,3.5,3.6,3.5,3.5,4.0,4.1,3.8,4.0,3.4,4.2,4.1,3.5,3.8,3.9,3.6,3.3,3.2,4.0,3.5,4.0,4.2,4.2,3.6,4.0,4.0,3.7,3.3,4.1,3.7,3.7,4.1,3.4,3.7,4.0,3.5,3.5,3.8,3.9,4.0,3.8,3.8,4.3,3.6,3.2,2.8,3.4,3.6,3.3,2.8,3.8,3.8,4.2,3.7,3.8,3.4,4.0,3.9,3.9,3.3,3.8,3.7,3.7,4.0,3.8,3.7,3.8,3.9,4.1,29.7,11.2,3.9,3.4,2.8,3.2,3.3,3.2,4.6,1.2,2.2,4.1,3.2,0.8,4.7,1.9,1.6,0.2,3.2,2.6,3.8,2.1,3.3,4.1,3.2,2.5,4.6,3.4,2.8,2.7,4.4,3.1,3.3,3.6,3.7,3.5,3.9,4.0
Bygg- og miljøteknikk - masterstudium (5-årig),1150_MTBYGG,Civil and Environmental Engineering (5-year),1150,NTNU,NTNU,Trondheim,757105,"Naturvitenskapelige fag, håndverksfag og tekniske fag","Naturvitskapelege fag, handverksfag og tekniske fag","Natural sciences, vocational and technical subjects",Bygg- og anleggsfag,Bygg- og anleggsfag,Building and construction,Bygg og anlegg,Bygg og anlegg,Building and construction,Master,"Naturvitenskapelige fag, håndverksfag og tekniske fag - master",MTBYGG,,M5,SIVING,SIVING,0,378,176,0,1,1.0,300,1,0,NOR,0,963,365,598,22,0.38,0.62,3.6,3.6,4.1,2.8,3.5,,,,,,,2.9,3.2,3.2,3.1,3.7,4.3,4.2,3.6,4.0,3.5,3.6,4.0,3.6,3.7,3.9,3.6,3.6,3.8,3.8,3.7,4.2,4.3,4.1,4.0,4.1,4.1,3.6,3.3,3.9,3.6,3.8,4.5,3.6,4.0,,,,,,,,,3.9,3.4,4.1,4.0,3.9,3.9,3.3,3.1,3.2,3.9,3.9,3.3,3.7,3.5,4.3,3.9,3.6,2.9,3.8,3.6,3.7,3.2,3.0,3.6,3.4,4.5,4.3,16.0,21.4,2.2,2.9,3.4,3.0,3.1,3.1,4.6,1.4,2.1,4.6,3.3,1.9,2.3,1.5,1.0,0.3,0.5,2.2,3.9,2.8,3.3,4.3,3.5,2.9,2.9,2.8,2.8,2.4,3.4,3.1,3.8,3.5,3.2,2.6,3.9,4.3
Industriell design - masterstudium (5-årig),1150_MTDESIG,Industrial Design Engineering,1150,NTNU,NTNU,Trondheim,755211,"Naturvitenskapelige fag, håndverksfag og tekniske fag","Naturvitskapelege fag, handverksfag og tekniske fag","Natural sciences, vocational and technical subjects","Utdanninger i elektrofag, mekaniske fag og maskinfag","Utdanningar i elektrofag, mekaniske fag og maskinfag","Electrical, electronic, mechanical and machine subjects",Mekaniske fag,Mekaniske fag,Mechanical subjects,Master,"Naturvitenskapelige fag, håndverksfag og tekniske fag - master",MTDESIG,,M5,SIVING,SIVING,0,60,26,0,1,1.0,300,1,0,NOR,0,165,90,75,23,0.55,0.45,3.3,3.4,3.6,4.1,3.6,,,,,,,2.7,3.2,3.4,3.1,4.1,4.3,4.6,3.6,4.1,4.1,4.0,3.9,3.6,3.9,4.0,3.4,3.2,3.3,3.3,3.3,4.1,4.2,3.8,2.8,4.2,3.8,3.3,3.3,3.9,3.5,4.1,4.2,3.8,4.0,,,,,,,,,4.1,3.4,3.3,3.3,3.5,2.9,2.8,2.8,3.5,4.1,4.4,4.1,3.4,4.3,4.1,3.6,3.6,3.2,3.8,3.6,3.4,3.3,3.6,3.5,3.4,4.5,4.1,12.2,26.1,2.5,3.1,3.1,2.7,2.8,2.9,3.0,1.7,3.8,3.2,4.8,1.9,1.2,3.0,2.5,1.1,0.4,3.1,3.4,2.5,4.2,3.2,4.6,3.1,2.6,4.1,3.3,2.1,2.7,3.7,3.6,2.6,3.3,2.8,4.1,4.2
Datateknologi - masterstudium (5-årig),1150_MTDT,Computer Science (5-year),1150,NTNU,NTNU,Trondheim,754118,"Naturvitenskapelige fag, håndverksfag og tekniske fag","Naturvitskapelege fag, handverksfag og tekniske fag","Natural sciences, vocational and technical subjects",Informasjons- og datateknologi,Informasjons- og datateknologi,Information and computer technology,Informasjons- og datateknologi,Informasjons- og datateknologi,Information and computer technology,Master,"Naturvitenskapelige fag, håndverksfag og tekniske fag - master",MTDT,,M5,SIVING,SIVING,0,263,130,0,1,1.0,300,1,0,NOR,0,735,171,564,22,0.23,0.77,3.5,3.6,4.2,2.8,3.5,,,,,,,3.2,3.3,3.3,3.3,3.7,4.1,4.1,3.4,3.9,3.5,3.8,4.3,3.8,3.8,3.8,3.9,3.8,3.9,3.9,3.9,4.3,4.2,4.2,3.9,4.1,4.1,3.5,3.3,3.8,3.6,4.1,4.5,3.9,4.2,,,,,,,,,4.2,3.4,4.0,4.2,4.0,4.1,3.3,3.1,3.4,3.6,4.0,3.4,3.6,3.6,4.2,4.0,3.3,3.0,3.7,3.5,3.6,3.4,2.9,3.3,3.3,4.7,4.5,10.9,24.2,4.2,3.4,3.9,3.6,3.4,3.6,4.5,1.1,1.9,4.3,3.8,0.4,2.1,2.6,0.6,0.2,0.2,3.9,3.7,2.5,3.2,4.0,4.1,2.5,2.9,3.6,2.7,1.6,2.7,3.9,4.2,3.3,3.6,2.2,3.8,4.1
Elektronikk - masterstudium (5-årig),1150_MTEL,Electronics (5-year),1150,NTNU,NTNU,Trondheim,755102,"Naturvitenskapelige fag, håndverksfag og tekniske fag","Naturvitskapelege fag, handverksfag og tekniske fag","Natural sciences, vocational and technical subjects","Utdanninger i elektrofag, mekaniske fag og maskinfag","Utdanningar i elektrofag, mekaniske fag og maskinfag","Electrical, electronic, mechanical and machine subjects",Elektro,Elektro,Electrical and electronic subjects,Master,"Naturvitenskapelige fag, håndverksfag og tekniske fag - master",MTEL,,M5,SIVING,SIVING,0,2,2,1,0,1.0,300,1,0,NOR,0,17,4,13,25,0.24,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elektronisk systemdesign og innovasjon - masterstudium (5-årig),1150_MTELSYS,Electronics System Design and Innovation,1150,NTNU,NTNU,Trondheim,755118,"Naturvitenskapelige fag, håndverksfag og tekniske fag","Naturvitskapelege fag, handverksfag og tekniske fag","Natural sciences, vocational and technical subjects","Utdanninger i elektrofag, mekaniske fag og maskinfag","Utdanningar i elektrofag, mekaniske fag og maskinfag","Electrical, electronic, mechanical and machine subjects",Elektro,Elektro,Electrical and electronic subjects,Master,"Naturvitenskapelige fag, håndverksfag og tekniske fag - master",MTELSYS,,M5,SIVING,SIVING,0,115,80,1,1,1.0,300,1,0,NOR,0,331,89,242,21,0.27,0.73,4.3,4.2,4.4,4.2,4.3,,,,,,,3.7,4.0,4.2,4.0,4.1,4.4,4.5,4.5,4.5,4.2,4.5,4.3,4.3,4.3,4.4,4.1,4.0,4.3,4.4,4.2,4.4,4.4,4.5,4.2,4.3,4.4,4.3,4.2,4.2,4.3,4.4,4.6,4.3,4.5,,,,,,,,,4.4,3.9,4.2,4.0,4.1,4.2,4.1,4.1,3.7,4.1,4.3,3.8,4.4,4.1,4.3,4.1,3.7,3.2,3.6,3.6,4.1,3.7,3.6,4.1,3.9,4.6,4.6,16.4,20.3,3.7,4.1,3.9,3.9,3.9,4.0,4.4,1.3,3.0,4.5,4.2,1.6,3.6,3.3,1.2,0.5,0.6,3.4,3.9,2.5,3.6,4.2,4.2,3.1,3.4,3.9,2.9,2.4,3.1,3.5,3.9,4.0,4.2,3.9,4.5,4.4
Energi og miljø - masterstudium (5-årig),1150_MTENERG,Energy and Environmental Engineering,1150,NTNU,NTNU,Trondheim,755104,"Naturvitenskapelige fag, håndverksfag og tekniske fag","Naturvitskapelege fag, handverksfag og tekniske fag","Natural sciences, vocational and technical subjects","Utdanninger i elektrofag, mekaniske fag og maskinfag","Utdanningar i elektrofag, mekaniske fag og maskinfag","Electrical, electronic, mechanical and machine subjects",Elektro,Elektro,Electrical and electronic subjects,Master,"Naturvitenskapelige fag, håndverksfag og tekniske fag - master",MTENERG,,M5,SIVING,SIVING,0,215,125,1,1,1.0,300,1,0,NOR,0,597,255,342,22,0.43,0.57,3.3,3.4,4.1,2.7,3.4,,,,,,,3.1,3.2,3.4,3.2,3.8,4.6,4.4,3.7,4.2,3.4,3.7,4.3,4.2,3.9,4.0,4.1,4.0,4.1,3.8,4.0,4.2,4.4,4.3,4.1,4.3,4.2,3.7,3.3,4.1,3.7,4.1,4.7,3.9,4.2,,,,,,,,,4.0,3.1,3.8,3.7,3.7,4.1,3.7,3.2,2.9,4.0,4.3,3.6,3.9,3.5,4.4,4.0,3.8,2.9,3.9,3.6,3.5,3.3,3.1,3.4,3.3,4.4,4.4,15.5,26.5,2.3,3.6,3.7,3.6,3.7,3.6,4.8,1.0,2.3,4.6,3.3,1.5,3.6,1.5,0.9,0.4,0.3,2.9,3.6,2.4,3.6,4.3,4.0,2.9,3.4,2.9,2.5,2.0,3.0,3.4,3.6,3.4,3.3,2.6,4.1,4.6
Fysikk og matematikk - masterstudium (5-årig),1150_MTFYMA,Applied Physics and Mathematics,1150,NTNU,NTNU,Trondheim,759908,"Naturvitenskapelige fag, håndverksfag og tekniske fag","Naturvitskapelege fag, handverksfag og tekniske fag","Natural sciences, vocational and technical subjects","Naturvitenskapelige fag, håndverksfag og tekniske fag, andre","Naturvitskapelege fag, handverksfag og tekniske fag, andre","Natural sciences, vocational and technical subjects, other","Naturvitenskapelige fag, håndverksfag og tekniske fag, andre","Naturvitskapelege fag, handverksfag og tekniske fag, andre","Natural sciences, vocational and technical subjects, other",Master,"Naturvitenskapelige fag, håndverksfag og tekniske fag - master",MTFYMA,,M5,SIVING,SIVING,0,209,94,0,1,1.0,300,1,0,NOR,0,582,227,355,22,0.39,0.61,3.2,3.3,4.1,2.5,3.3,,,,,,,3.2,3.5,3.3,3.4,3.9,4.4,4.3,3.6,4.1,3.8,3.9,4.3,3.7,3.9,4.0,4.0,3.9,4.0,3.8,3.9,4.2,4.2,4.3,3.9,4.1,4.1,3.5,3.1,3.8,3.5,4.0,4.8,3.8,4.2,,,,,,,,,3.9,2.7,3.0,3.3,3.2,4.2,3.8,3.4,2.9,3.9,3.8,3.1,3.9,3.6,4.4,3.9,3.6,2.8,3.9,3.6,3.5,3.4,2.8,3.4,3.3,4.5,4.2,15.7,26.5,2.9,3.0,3.4,3.5,3.3,3.3,4.9,1.0,1.8,4.3,3.4,0.6,3.3,1.1,1.1,0.5,0.3,2.5,3.7,2.2,3.4,4.3,3.4,1.7,3.0,2.5,2.1,1.6,1.1,3.1,4.1,3.2,3.5,2.2,3.9,4.4
Ingeniørvitenskap og IKT - masterstudium (5-årig),1150_MTING,Engineering and ICT,1150,NTNU,NTNU,Trondheim,759913,"Naturvitenskapelige fag, håndverksfag og tekniske fag","Naturvitskapelege fag, handverksfag og tekniske fag","Natural sciences, vocational and technical subjects","Naturvitenskapelige fag, håndverksfag og tekniske fag, andre","Naturvitskapelege fag, handverksfag og tekniske fag, andre","Natural sciences, vocational and technical subjects, other","Naturvitenskapelige fag, håndverksfag og tekniske fag, andre","Naturvitskapelege fag, handverksfag og tekniske fag, andre","Natural sciences, vocational and technical subjects, other",Master,"Naturvitenskapelige fag, håndverksfag og tekniske fag - master",MTING,,M5,SIVING,SIVING,0,119,55,0,1,1.0,300,1,0,NOR,0,298,103,195,22,0.35,0.65,3.5,3.5,4.2,2.8,3.5,,,,,,,3.1,3.3,3.3,3.2,3.8,4.5,4.1,3.5,4.1,3.0,3.4,4.0,3.8,3.5,3.8,3.6,3.5,3.8,3.9,3.7,4.2,4.2,4.0,4.0,4.1,4.1,3.5,3.4,4.2,3.7,4.0,4.7,3.7,4.1,,,,,,,,,3.9,3.1,3.7,3.8,3.6,3.8,3.2,3.0,3.1,4.0,4.0,3.8,3.8,3.7,4.2,3.6,3.3,2.7,3.5,3.3,3.2,2.9,2.7,3.3,3.1,4.3,4.4,13.8,22.9,2.1,3.1,3.4,3.5,3.4,3.4,4.4,1.4,2.1,4.4,3.0,1.4,1.6,2.1,0.9,0.3,0.5,3.6,3.6,2.8,3.6,4.0,3.5,2.8,2.9,2.8,2.8,2.8,3.6,3.4,4.0,3.3,3.3,2.8,4.2,4.5
Industriell økonomi og teknologiledelse - masterstudium (5-årig),1150_MTIØT,Industrial Economics and Technology Management,1150,NTNU,NTNU,Trondheim,759915,"Naturvitenskapelige fag, håndverksfag og tekniske fag","Naturvitskapelege fag, handverksfag og tekniske fag","Natural sciences, vocational and technical subjects","Naturvitenskapelige fag, håndverksfag og tekniske fag, andre","Naturvitskapelege fag, handverksfag og tekniske fag, andre","Natural sciences, vocational and technical subjects, other","Naturvitenskapelige fag, håndverksfag og tekniske fag, andre","Naturvitskapelege fag, handverksfag og tekniske fag, andre","Natural sciences, vocational and technical subjects, other",Master,"Naturvitenskapelige fag, håndverksfag og tekniske fag - master",MTIØT,,M5,SIVING,SIVING,0,298,124,0,1,1.0,300,1,0,NOR,0,743,259,484,23,0.35,0.65,3.0,3.3,3.9,2.5,3.2,,,,,,,3.0,3.1,3.1,3.1,3.8,4.2,4.4,3.2,3.9,3.6,3.6,4.1,3.8,3.8,3.8,3.7,3.8,3.5,3.6,3.7,3.9,4.2,3.9,3.7,3.9,3.9,3.4,3.1,4.1,3.5,4.0,4.6,3.9,4.1,,,,,,,,,4.1,3.6,4.2,4.0,4.0,4.2,3.4,3.0,3.1,4.1,4.2,3.1,3.9,3.5,4.3,4.1,3.5,2.9,4.0,3.6,3.4,3.1,2.7,3.4,3.2,4.7,4.4,12.1,30.1,4.6,3.1,3.4,3.2,3.4,3.3,4.5,1.6,1.7,4.4,3.5,0.9,1.7,1.5,1.9,0.8,0.4,2.8,3.5,2.7,3.4,4.1,3.7,2.4,2.3,2.7,3.4,2.8,3.1,3.5,3.9,3.3,3.3,2.3,4.0,4.3
Industriell kjemi og bioteknologi - masterstudium (5-årig),1150_MTKJ,Chemical Engineering and Biotechnology - master (5-year),1150,NTNU,NTNU,Trondheim,752210,"Naturvitenskapelige fag, håndverksfag og tekniske fag","Naturvitskapelege fag, handverksfag og tekniske fag","Natural sciences, vocational and technical subjects",Fysiske og kjemiske fag,Fysiske og kjemiske fag,Physics and chemistry,Kjemiske fag,Kjemiske fag,Chemistry,Master,"Naturvitenskapelige fag, håndverksfag og tekniske fag - master",MTKJ,,M5,SIVING,SIVING,0,178,71,0,1,1.0,300,1,0,NOR,0,492,303,189,22,0.62,0.38,3.6,3.5,4.2,3.0,3.6,,,,,,,3.2,3.4,3.2,3.3,3.5,4.0,4.1,3.7,3.9,3.9,3.9,4.4,4.1,4.1,4.0,3.8,3.6,3.3,3.8,3.6,4.1,4.2,4.1,3.9,4.3,4.1,3.4,2.9,3.9,3.4,3.9,4.8,3.5,4.0,,,,,,,,,3.8,3.0,3.1,2.8,3.2,3.8,4.0,3.5,2.9,3.9,4.1,3.4,4.1,3.4,4.2,3.6,3.7,2.6,3.6,3.4,3.6,3.5,3.5,3.5,3.5,4.4,4.2,21.6,24.8,4.2,3.2,3.3,3.3,3.4,3.3,4.9,1.5,1.6,4.2,3.6,1.4,4.7,1.9,0.6,0.2,0.3,2.8,4.2,2.5,2.6,4.4,3.8,2.7,4.2,3.3,2.5,2.3,2.2,3.2,3.5,3.2,3.4,2.4,4.0,4.3
Kommunikasjonsteknologi - masterstudium (5-årig),1150_MTKOM,Communication Technology,1150,NTNU,NTNU,Trondheim,754109,"Naturvitenskapelige fag, håndverksfag og tekniske fag","Naturvitskapelege fag, handverksfag og tekniske fag","Natural sciences, vocational and technical subjects",Informasjons- og datateknologi,Informasjons- og datateknologi,Information and computer technology,Informasjons- og datateknologi,Informasjons- og datateknologi,Information and computer technology,Master,"Naturvitenskapelige fag, håndverksfag og tekniske fag - master",MTKOM,,M5,SIVING,SIVING,0,89,58,1,1,1.0,300,1,0,NOR,0,247,94,153,22,0.38,0.62,3.3,3.5,3.9,3.0,3.4,,,,,,,3.3,3.5,3.2,3.3,3.8,4.5,4.3,3.5,4.1,3.8,3.8,4.1,3.9,3.9,4.0,3.9,3.9,3.8,3.9,3.9,4.1,4.4,4.1,3.8,3.9,4.0,3.7,3.6,3.8,3.7,4.1,4.6,3.9,4.2,,,,,,,,,3.9,3.3,4.1,4.1,3.9,4.0,3.3,3.1,3.1,3.8,4.1,3.7,3.9,3.9,4.3,4.0,3.7,2.8,3.8,3.6,3.6,3.3,3.0,3.5,3.4,4.5,4.4,11.9,28.3,4.8,3.4,3.7,3.6,3.5,3.6,4.7,1.5,2.4,4.4,3.0,1.1,2.9,2.6,1.3,0.6,0.5,3.5,3.3,2.5,3.6,3.9,3.3,2.5,3.2,3.5,2.9,2.1,3.2,3.8,3.8,3.5,3.4,2.7,4.2,4.6
Marin teknikk - masterstudium (5-årig),1150_MTMART,Marine Technology - master (5-year),1150,NTNU,NTNU,Trondheim,755207,"Naturvitenskapelige fag, håndverksfag og tekniske fag","Naturvitskapelege fag, handverksfag og tekniske fag","Natural sciences, vocational and technical subjects","Utdanninger i elektrofag, mekaniske fag og maskinfag","Utdanningar i elektrofag, mekaniske fag og maskinfag","Electrical, electronic, mechanical and machine subjects",Mekaniske fag,Mekaniske fag,Mechanical subjects,Master,"Naturvitenskapelige fag, håndverksfag og tekniske fag - master",MTMART,,M5,SIVING,SIVING,0,189,79,0,1,1.0,300,1,0,NOR,0,463,148,315,23,0.32,0.68,3.6,3.5,4.3,2.9,3.6,,,,,,,3.1,3.4,3.5,3.3,4.1,4.7,4.3,4.1,4.4,3.6,3.8,4.3,4.1,3.9,4.1,3.7,3.6,3.9,3.8,3.7,4.1,4.5,4.2,3.9,4.3,4.2,3.7,3.0,4.0,3.6,4.2,4.8,3.8,4.3,,,,,,,,,4.2,3.4,4.1,4.0,3.9,4.1,3.6,3.2,3.5,4.2,4.4,3.6,4.0,3.7,4.2,4.1,3.7,3.0,4.2,3.8,3.8,3.4,3.2,3.9,3.6,4.4,4.4,18.2,29.7,2.4,3.5,3.4,3.5,3.6,3.5,4.8,1.3,2.8,4.6,4.2,1.6,2.7,1.8,1.1,0.3,0.6,3.1,3.9,2.5,3.8,4.4,4.2,2.8,3.1,3.1,2.6,1.7,2.7,3.6,3.7,3.5,3.7,3.1,4.5,4.6
Bachelor i matteknologi,1150_MTMAT,Bachelor in Food Technology,1150,NTNU,NTNU,Trondheim,658106,"Naturvitenskapelige fag, håndverksfag og tekniske fag","Naturvitskapelege fag, handverksfag og tekniske fag","Natural sciences, vocational and technical subjects",Fabrikasjon og utvinning,Fabrikasjon og utvinning,Manufacturing and extraction,Næringsmiddelproduksjon,Næringsmiddelproduksjon,Food processing,Bachelor,"Naturvitenskapelige fag, håndverksfag og tekniske fag - bachelor",MTMAT,16,B3,TEKN-FAG,TEKN-FAG,0,47,26,1,1,1.0,180,1,16,NOR,0,152,87,65,23,0.57,0.43,3.3,3.2,3.7,3.4,3.4,,,,,,,3.5,3.5,3.6,3.5,3.6,4.1,3.8,4.2,4.0,2.5,3.4,4.0,3.8,3.4,3.7,3.7,4.0,3.9,3.9,3.9,4.5,3.7,3.7,3.5,3.8,3.8,3.8,3.8,4.1,3.9,3.7,4.0,3.3,3.6,,,,,,,,,4.0,3.3,3.6,3.3,3.5,3.6,3.5,3.7,3.4,3.3,3.8,3.5,3.8,3.2,3.7,3.4,2.9,2.5,3.0,3.0,3.7,3.4,3.5,3.3,3.5,4.2,4.0,22.7,10.3,4.0,3.6,3.5,3.5,3.6,3.5,4.5,1.4,2.4,4.3,3.4,1.3,3.8,1.7,0.8,0.3,4.1,2.6,4.0,3.1,3.5,4.3,3.3,2.5,3.9,2.9,3.0,2.3,4.4,2.9,3.7,3.8,3.6,3.5,4.0,4.3
